Ranking,Titulo,Critica Usuarios,Aprobacion,Cantidad Reviews,Windows,Mac,Linux,Fecha Lanzamiento,Precio Steam,Critica Categorica,Fecha Ingles,Fecha,Accion,Animacion Modelado,Aventura,Carreras,Contenido Sexual,Deportes,Desarrollo Juegos,Desnudos,Diseno Ilustracion,Disparos,Documentales,Edicion Fotografica,Educacion,Estrategia,Formacion Software,Free To Play,Indie,Multijugador Masivo,Primera Persona,Produccion Audio,Publicacion Web,Rol,Sangriento,Simulacion,Tutoriales,Utilidades,Violentos
3887,Planet Zoo: Deluxe Upgrade Pack,Mayormente positivas,72,272,1,0,0,5 NOV 2019,$6.59,3,5 NOV 2019,2019-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3888,Distant Worlds 2,Mayormente positivas,70,2216,1,0,0,10 MAR 2022,$22.99,3,10 MAR 2022,2022-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3889,PAYDAY 2: Hostile Takeover Heist,Mayormente positivas,75,118,1,1,0,22 FEB 2023,$6.99,3,22 FEB 2023,2023-02-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3890,WitchHand,Muy positivas,92,390,1,0,0,7 FEB 2024,$6.59,2,7 FEB 2024,2024-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3891,Señor Peludo: Músculos Calientes,Muy positivas,94,506,1,1,1,31 MAY 2024,$0.89,2,31 MAY 2024,2024-05-31,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
3892,Total Tank Simulator,Muy positivas,81,6415,1,0,0,20 MAY 2020,$10.49,2,20 MAY 2020,2020-05-20,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
3893,Salt and Sanctuary,Muy positivas,89,17932,1,1,1,17 MAY 2016,$17.99,2,17 MAY 2016,2016-05-17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3894,Greedland,Muy positivas,85,1781,1,0,0,4 AGO 2023,$4.99,2,4 AUG 2023,2023-08-04,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3895,GNOSIA,Muy positivas,94,2492,1,0,0,23 ENE 2022,$12.49,2,23 JAN 2022,2022-01-23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3896,Flash Party,Variadas,67,1702,1,0,0,9 ENE 2023,Gratuito,5,9 JAN 2023,2023-01-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3897,The Texas Chain Saw Massacre - Maria,Mayormente positivas,75,33,1,0,0,11 JUN 2024,$5.79,3,11 JUN 2024,2024-06-11,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3898,Star Trek Timelines,Variadas,65,1332,1,0,0,12 JUL 2017,Gratuito,5,12 JUL 2017,2017-07-12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3899,Jurassic World Evolution 2: Deluxe Upgrade Pack,Muy positivas,82,218,1,0,0,9 NOV 2021,$9.29,2,9 NOV 2021,2021-11-09,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
3900,Paquete Guerrero de Call of Duty Endowment (C.O.D.E.),Variadas,67,62,1,0,0,10 NOV 2023,$9.99,5,10 NOV 2023,2023-11-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3901,Ni no Kuni™ II: Revenant Kingdom,Muy positivas,83,7543,1,0,0,23 MAR 2018,$47.99,2,23 MAR 2018,2018-03-23,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3902,Tales from the Borderlands,Muy positivas,94,13169,1,0,0,16 FEB 2021,$19.99,2,16 FEB 2021,2021-02-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3903,The Greatest Penguin Heist of All Time,Muy positivas,90,1949,1,1,1,2 JUL 2021,$14.99,2,2 JUL 2021,2021-07-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,ZED ZONE,Muy positivas,83,2842,1,0,0,29 MAR 2023,$11.99,2,29 MAR 2023,2023-03-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3905,LEGO® The Hobbit™,Mayormente positivas,79,4222,1,0,0,10 ABR 2014,$19.99,3,10 APR 2014,2014-04-10,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3906,Disney Infinity 2.0: Gold Edition,Muy positivas,91,303,1,0,0,9 DIC 2016,$14.99,2,9 DEC 2016,2016-12-09,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,Assetto Corsa Competizione - Challengers Pack,Muy positivas,87,132,1,0,0,23 MAR 2022,$6.29,2,23 MAR 2022,2022-03-23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3908,Tom Clancy's Rainbow Six® Vegas 2,Muy positivas,84,4723,1,0,0,16 ABR 2008,$7.99,2,16 APR 2008,2008-04-16,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3909,Solium Infernum (Original Game Soundtrack),Sin Dato,0,0,0,0,0,25 MAR 2024,$5.79,10,25 MAR 2024,2024-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910,Life is Strange 2 - Episode 3,Mayormente positivas,73,242,1,1,1,9 MAY 2019,$6.49,3,9 MAY 2019,2019-05-09,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,DOOM 3,Muy positivas,85,7331,1,0,0,16 OCT 2012,$5.99,2,16 OCT 2012,2012-10-16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3912,WARRIORS OROCHI 4,Muy positivas,86,4043,1,0,0,16 OCT 2018,$49.99,2,16 OCT 2018,2018-10-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,EverQuest II,Mayormente positivas,78,2493,1,0,0,7 DIC 2011,Gratuito,3,7 DEC 2011,2011-12-07,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
3914,Princess Maker 2 Refine,Muy positivas,93,1399,1,0,0,28 SEP 2016,$19.99,2,28 SEP 2016,2016-09-28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3915,The Song of Saya,Muy positivas,92,5301,1,0,0,13 AGO 2019,$14.99,2,13 AUG 2019,2019-08-13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3916,Rack and Slay,Muy positivas,93,278,1,1,0,27 MAY 2024,$3.59,2,27 MAY 2024,2024-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3917,Space Engineers - Economy Deluxe,Muy positivas,82,123,1,0,0,22 AGO 2019,$2.99,2,22 AUG 2019,2019-08-22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
3918,Fun with Ragdolls: The Game,Muy positivas,89,4067,1,0,1,17 SEP 2019,$14.99,2,17 SEP 2019,2019-09-17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3919,The Coin Game,Extremadamente positivas,96,4790,1,0,0,22 FEB 2019,$13.99,1,22 FEB 2019,2019-02-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3920,Blood of Steel,Mayormente positivas,75,6647,1,0,0,20 OCT 2020,Gratuito,3,20 OCT 2020,2020-10-20,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
3921,Fishing: Barents Sea,Mayormente positivas,79,2219,1,0,0,7 FEB 2018,$8.49,3,7 FEB 2018,2018-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3922,Vermillion - VR Painting,Extremadamente positivas,96,577,1,0,0,27 JUL 2021,$19.99,1,27 JUL 2021,2021-07-27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
3923,Serious Sam 4,Muy positivas,83,13120,1,0,0,24 SEP 2020,$18.99,2,24 SEP 2020,2020-09-24,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3924,Spirit Island - Jagged Earth,Mayormente positivas,77,27,1,1,1,29 FEB 2024,$10.49,3,29 FEB 2024,2024-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3925,Destiny 2: Paquete de Plata de Ecos,Muy positivas,93,75,1,0,0,4 JUN 2024,$14.99,2,4 JUN 2024,2024-06-04,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3926,Flashing Lights: Beast Swat Truck DLC,Positivas,92,14,1,0,1,14 MAR 2024,$1.00,4,14 MAR 2024,2024-03-14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3927,American Truck Simulator - Cabin Accessories,Muy positivas,89,290,1,1,1,3 DIC 2020,$2.01,2,3 DEC 2020,2020-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3928,LET IT DIE,Mayormente positivas,74,5519,1,0,0,26 SEP 2018,Gratuito,3,26 SEP 2018,2018-09-26,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3929,Frontier Hunter: Erza’s Wheel of Fortune,Muy positivas,86,949,1,0,1,15 DIC 2022,$12.49,2,15 DEC 2022,2022-12-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3930,SpeedRunners,Muy positivas,94,22134,1,1,1,19 ABR 2016,$7.99,2,19 APR 2016,2016-04-19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3931,Tennis Elbow 4,Muy positivas,93,440,1,0,1,4 JUN 2021,$7.50,2,4 JUN 2021,2021-06-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3932,Steel Division: Normandy 44,Mayormente positivas,74,4597,1,0,0,23 MAY 2017,$11.99,3,23 MAY 2017,2017-05-23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3933,Cats Hidden Around the World,Muy positivas,96,157,1,0,0,10 JUN 2024,$2.99,2,10 JUN 2024,2024-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3934,Into the Necrovale,Muy positivas,91,332,1,1,0,26 ENE 2024,$5.99,2,26 JAN 2024,2024-01-26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3935,Bulletstorm: Full Clip Edition,Muy positivas,88,6210,1,0,0,7 ABR 2017,$18.99,2,7 APR 2017,2017-04-07,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3936,Planetbase,Mayormente positivas,79,8553,1,0,1,15 OCT 2015,$7.99,3,15 OCT 2015,2015-10-15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
3937,Caribbean Legend - Vile Little God,Mayormente positivas,75,12,1,0,0,27 JUN 2024,$3.99,3,27 JUN 2024,2024-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3938,Heroes of Might & Magic V: Tribes of the East,Muy positivas,92,2486,1,0,0,10 OCT 2008,$7.99,2,10 OCT 2008,2008-10-10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3939,Rayman® Origins,Muy positivas,94,4183,1,0,1,29 MAR 2012,$15.99,2,29 MAR 2012,2012-03-29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,The Thrill of the Fight - VR Boxing,Extremadamente positivas,95,3717,1,0,0,24 OCT 2019,$5.79,1,24 OCT 2019,2019-10-24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,Prince of Persia®: The Sands of Time,Muy positivas,85,3718,1,0,0,21 NOV 2008,$7.99,2,21 NOV 2008,2008-11-21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,Champions Online,Mayormente positivas,71,4053,1,0,0,14 JUN 2011,Gratuito,3,14 JUN 2011,2011-06-14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
3943,Have a Nice Death,Muy positivas,86,8523,1,0,0,22 MAR 2023,$24.99,2,22 MAR 2023,2023-03-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3944,Myst III: Exile,Muy positivas,93,340,1,0,1,24 SEP 2018,$7.99,2,24 SEP 2018,2018-09-24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3945,SAMURAI SHODOWN V SPECIAL / サムライスピリッツ零スペシャル,Muy positivas,92,442,1,0,0,18 JUN 2019,$5.79,2,18 JUN 2019,2019-06-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3946,Omega Strikers,Muy positivas,84,22741,1,0,0,27 ABR 2023,Gratuito,2,27 APR 2023,2023-04-27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3947,RIDE,Mayormente positivas,79,1945,1,0,0,27 MAR 2015,$19.99,3,27 MAR 2015,2015-03-27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3948,The Brew Barons,Mayormente positivas,77,541,1,0,0,1 MAR 2024,$10.49,3,1 MAR 2024,2024-03-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3949,Pirate101,Muy positivas,83,303,1,0,0,31 MAY 2023,Gratuito,2,31 MAY 2023,2023-05-31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3950,Amnesia: The Dark Descent,Extremadamente positivas,95,17946,1,1,1,8 SEP 2010,$19.99,1,8 SEP 2010,2010-09-08,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
3951,Funko Fusion,Sin Dato,0,0,1,0,0,13 SEP 2024,$22.99,10,13 SEP 2024,2024-09-13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,Monster Roadtrip Hitchhiker Pack - Vicky & Brian,Positivas,10,16,1,1,1,14 MAR 2023,$1.99,4,14 MAR 2023,2023-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
3953,Calculate It,Mayormente positivas,75,48,1,0,0,5 JUL 2024,$2.49,3,5 JUL 2024,2024-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3954,Tom Clancy's Splinter Cell Chaos Theory®,Muy positivas,93,4281,1,0,0,27 AGO 2009,$7.99,2,27 AUG 2009,2009-08-27,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,Teslagrad 2,Muy positivas,81,195,1,1,0,19 ABR 2023,$19.99,2,19 APR 2023,2023-04-19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,Feather Party,Muy positivas,89,303,1,0,0,3 MAY 2024,$2.99,2,3 MAY 2024,2024-05-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3957,Kart Racing Pro,Muy positivas,87,513,1,0,0,14 JUL 2017,$18.99,2,14 JUL 2017,2017-07-14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3958,Space Engineers - Style Pack,Mayormente positivas,72,174,1,0,0,6 JUN 2019,$2.99,3,6 JUN 2019,2019-06-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
3959,Ultimate General: American Revolution - Premium Edition,Sin Dato,0,0,1,0,0,6 JUN 2024,$10.49,10,6 JUN 2024,2024-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3960,A Day Out,Mayormente positivas,78,357,1,0,0,27 JUN 2024,$5.79,3,27 JUN 2024,2024-06-27,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3961,Gold Hunter,Variadas,43,443,1,0,0,13 MAY 2022,$12.49,5,13 MAY 2022,2022-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,Machinarium,Extremadamente positivas,95,12094,1,0,1,16 OCT 2009,$6.49,1,16 OCT 2009,2009-10-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3963,Yakuza: Like a Dragon,Muy positivas,94,22241,1,0,0,10 NOV 2020,$59.99,2,10 NOV 2020,2020-11-10,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3964,Sword Art Online: Fatal Bullet,Muy positivas,80,14708,1,0,0,23 FEB 2018,$31.99,2,23 FEB 2018,2018-02-23,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3965,Master of Magic,Mayormente positivas,70,812,1,0,0,13 DIC 2022,$18.99,3,13 DEC 2022,2022-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,Bandle Tale: A League of Legends Story,Mayormente positivas,78,759,1,0,0,21 FEB 2024,$12.49,3,21 FEB 2024,2024-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3967,Avatar: Frontiers of Pandora™ – Sky Rider Starter Pack,Sin Dato,0,0,1,0,0,17 JUN 2024,$19.99,10,17 JUN 2024,2024-06-17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3968,Lemon Cake,Muy positivas,88,1463,1,0,0,18 FEB 2021,$14.99,2,18 FEB 2021,2021-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3969,The House of Da Vinci 2,Muy positivas,92,1573,1,0,1,29 MAY 2020,$10.49,2,29 MAY 2020,2020-05-29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3970,Symphony of War: The Nephilim Saga - Legends,Muy positivas,86,174,1,0,0,28 AGO 2023,$5.79,2,28 AUG 2023,2023-08-28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
3971,DYNASTY WARRIORS 9 Empires,Variadas,49,1476,1,0,0,22 DIC 2021,$49.99,5,22 DEC 2021,2021-12-22,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3972,Forsaken Quartet,Mayormente positivas,71,78,1,0,0,17 MAY 2024,$1.10,3,17 MAY 2024,2024-05-17,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3973,Between the Stars,Mayormente positivas,77,1705,1,0,0,7 MAR 2024,$14.99,3,7 MAR 2024,2024-03-07,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
3974,Paradiddle,Muy positivas,91,503,1,0,0,2 NOV 2022,$24.99,2,2 NOV 2022,2022-11-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
3975,Rift Wizard 2,Muy positivas,93,296,1,0,0,24 MAR 2024,$9.29,2,24 MAR 2024,2024-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3976,Human Resource Machine,Muy positivas,94,2863,1,1,1,15 OCT 2015,$7.99,2,15 OCT 2015,2015-10-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3977,Puzzle Pirates,Muy positivas,80,1978,1,0,1,31 AGO 2011,Gratuito,2,31 AUG 2011,2011-08-31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
3978,Nexomon: Extinction,Muy positivas,92,2577,1,0,1,28 AGO 2020,$10.49,2,28 AUG 2020,2020-08-28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3979,From Space,Variadas,67,1366,1,0,0,3 NOV 2022,$7.99,5,3 NOV 2022,2022-11-03,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3980,Ashen,Variadas,68,2869,1,0,0,9 DIC 2019,$18.99,5,9 DEC 2019,2019-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3981,SnowRunner - The Mastodon,Muy positivas,87,280,1,0,1,25 MAY 2023,$2.49,2,25 MAY 2023,2023-05-25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3982,Summer Clover -Soundtrack-,Positivas,95,24,0,0,0,26 JUN 2024,$2.99,4,26 JUN 2024,2024-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,The Sims 3: Island Paradise,Mayormente negativas,39,356,1,0,0,25 JUN 2013,$19.99,6,25 JUN 2013,2013-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3984,WolfQuest Anniversary - Hellroaring Mountain,Positivas,97,43,1,0,1,11 ABR 2024,$5.79,4,11 APR 2024,2024-04-11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3985,Los Sims™ 4 Cuarto de Niños Pack de Accesorios,Variadas,60,23,1,0,0,18 JUN 2020,$9.99,5,18 JUN 2020,2020-06-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3986,Exo One,Muy positivas,90,4010,1,0,0,18 NOV 2021,$8.99,2,18 NOV 2021,2021-11-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3987,theHunter: Call of the Wild™ - Te Awaroa National Park,Variadas,62,382,1,0,0,10 DIC 2020,$4.49,5,10 DEC 2020,2020-12-10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3988,Hunt: Showdown - The Prodigal Daughter,Muy positivas,90,251,1,0,0,22 MAR 2021,$3.49,2,22 MAR 2021,2021-03-22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3989,Katamari Damacy REROLL,Muy positivas,93,4137,1,0,0,6 DIC 2018,$23.99,2,6 DEC 2018,2018-12-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3990,[Chilla's Art] Parasocial | パラソーシャル,Muy positivas,94,1019,1,0,0,25 AGO 2023,$7.99,2,25 AUG 2023,2023-08-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3991,Predecessor: Epic DLC,Positivas,80,10,1,0,0,1 DIC 2022,$25.48,4,1 DEC 2022,2022-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3992,DUSK,Extremadamente positivas,97,19230,1,1,1,10 DIC 2018,$10.49,1,10 DEC 2018,2018-12-10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3993,Grim Dawn - Steam Loyalist Items Pack 3,Muy positivas,95,194,1,0,0,27 FEB 2024,$4.99,2,27 FEB 2024,2024-02-27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3994,Haven,Muy positivas,90,4024,1,0,0,3 DIC 2020,$12.49,2,3 DEC 2020,2020-12-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3995,DOA6 Character: Nyotengu,Positivas,82,17,1,0,0,1 ABR 2019,$3.29,4,1 APR 2019,2019-04-01,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3996,Pilgrims,Extremadamente positivas,96,3846,1,1,1,7 OCT 2019,$3.49,1,7 OCT 2019,2019-10-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3997,"Warhammer® 40,000: Dawn of War® - Dark Crusade",Extremadamente positivas,96,6576,1,0,0,14 MAY 2014,$10.99,1,14 MAY 2014,2014-05-14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3998,富甲天下W,Variadas,43,87,1,0,0,21 DIC 2023,$4.49,5,21 DEC 2023,2023-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3999,Cook Serve Forever,Variadas,48,189,1,0,0,15 MAY 2023,$29.99,5,15 MAY 2023,2023-05-15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
