appid,windows,mac,linux
334840,1,1,1
334850,1,0,0
334920,1,0,0
334940,1,0,0
334960,1,0,0
334980,1,0,0
335000,1,1,0
335010,1,0,0
335050,1,0,0
335070,1,0,0
335090,1,1,1
335100,1,1,0
335120,1,1,1
335150,1,0,0
335190,1,0,0
335200,1,0,0
335210,1,1,1
335220,1,0,0
335240,1,1,0
335300,1,0,0
335310,1,0,0
335320,1,0,0
335330,1,0,0
335420,1,0,0
335430,1,0,0
335440,1,0,0
335450,1,1,1
335460,1,1,1
335550,1,0,0
335560,1,1,0
335570,1,0,0
335620,1,1,1
335660,1,1,1
335670,1,1,1
335690,1,1,1
335700,1,0,0
335770,1,0,0
335790,1,1,0
335820,1,0,0
335830,1,1,1
335840,1,0,0
335850,1,1,1
335890,1,0,0
335900,1,0,0
335920,1,0,0
336010,1,0,0
336020,1,0,0
336030,1,1,1
336040,1,0,0
336060,1,0,0
336080,1,0,0
336090,1,0,1
336110,1,0,0
336130,1,0,0
336140,1,1,0
336150,1,0,0
336160,1,1,1
336200,1,0,0
336210,1,0,0
336220,1,0,0
336230,1,1,0
336240,1,1,1
336280,1,0,0
336300,1,1,1
336380,1,1,1
336420,1,0,0
336440,1,1,1
336520,1,1,1
336530,1,0,0
336610,1,0,0
336630,1,0,0
336670,1,0,0
336680,1,1,0
336700,1,1,1
336710,1,1,1
336730,1,1,1
336760,1,0,0
336770,1,0,0
336780,1,0,0
336840,1,1,0
336930,1,0,0
336940,1,1,1
337000,1,1,1
337040,1,1,1
337070,1,0,0
337130,1,1,0
337150,1,1,1
337180,1,0,0
337210,1,1,0
337220,1,0,0
337270,1,1,1
337280,1,1,1
337290,1,0,0
337320,1,1,1
337340,1,1,1
337350,1,1,0
337360,1,0,0
337410,1,0,0
337420,1,0,0
337450,1,0,0
337480,1,0,0
337490,1,1,0
337630,1,1,1
337650,1,0,0
337670,1,0,0
337680,1,1,0
337700,1,0,1
337720,1,0,0
337730,1,0,0
337760,1,0,0
337820,1,1,1
337850,1,1,0
337880,1,0,0
337890,1,1,1
337930,1,1,0
337940,1,0,0
337950,1,0,0
337960,1,1,1
337970,1,1,0
337980,1,0,0
338030,1,1,0
338040,1,0,0
338050,1,1,1
338060,1,0,0
338070,1,0,0
338080,1,0,0
338090,1,0,0
338100,1,0,0
338110,1,1,0
338120,1,0,1
338130,1,1,0
338140,1,0,0
338170,1,1,0
338180,1,0,0
338190,1,0,0
338260,1,1,0
338290,1,1,1
338300,1,0,0
338310,1,1,1
338320,1,1,1
338330,1,1,0
338350,1,1,0
338390,1,0,0
338530,1,0,0
338540,1,0,0
338550,1,0,0
338590,1,0,0
338630,1,0,0
338760,1,0,0
338800,1,0,0
338810,1,1,1
338830,1,1,0
338890,1,0,0
338960,1,0,0
338980,1,1,0
339000,1,0,0
339040,1,0,0
339090,1,1,1
339110,1,1,0
339120,1,1,0
339130,1,1,0
339160,1,1,1
339190,1,1,1
339200,1,1,0
339210,1,1,0
339230,1,0,0
339240,1,0,0
339250,1,1,1
339280,1,1,1
339290,1,0,0
339320,1,1,0
339340,1,0,0
339350,1,1,1
339400,1,1,0
339440,1,1,1
339470,1,0,0
339500,1,0,0
339510,1,1,1
339560,1,1,1
339570,1,1,1
339580,1,0,0
339590,1,1,0
339600,1,1,0
339610,1,0,0
339690,1,0,0
339700,1,0,0
339710,1,0,1
339720,1,0,0
339790,1,0,0
339800,1,1,1
339820,1,0,0
339840,1,0,0
339850,1,0,0
339910,1,0,0
340000,1,1,0
340030,1,0,1
340050,1,0,0
340070,1,1,1
340120,1,0,0
340130,1,0,0
340140,1,1,1
340150,1,1,1
340170,1,0,0
340190,1,0,0
340200,1,0,0
340210,1,0,0
340220,1,0,1
340250,1,0,0
340270,1,1,0
340280,1,1,1
340290,1,0,0
340300,1,1,1
340310,1,1,1
340320,1,1,0
340330,1,1,1
340340,1,0,0
340350,1,1,1
340360,1,1,1
340370,1,1,0
340380,1,0,0
340400,1,0,0
340410,1,0,0
340440,1,0,0
340450,1,1,1
340460,1,1,1
340470,1,1,1
340480,1,0,0
340490,1,0,0
340500,1,0,0
340520,1,1,1
340540,1,0,0
340560,1,0,0
340570,1,0,0
340580,1,0,0
340600,1,1,1
340630,1,1,1
340680,1,1,1
340700,1,1,1
340720,1,1,0
340730,1,1,1
340750,1,1,1
340770,1,1,0
340800,1,1,1
340810,1,0,0
340830,1,0,1
340840,1,0,0
340860,1,0,0
340880,1,0,1
340920,1,0,1
340950,1,1,0
340960,1,0,0
340990,1,0,0
341000,1,1,0
341010,1,0,0
341020,1,1,0
341030,1,1,0
341040,1,1,0
341060,1,0,0
341070,1,0,0
341080,1,0,0
341090,1,1,1
341120,1,1,0
341150,1,1,1
341160,1,0,0
341260,1,1,0
341270,1,0,0
341290,1,1,1
341310,1,0,0
341360,1,1,1
341380,1,0,0
341390,1,0,1
341440,1,0,0
341460,1,0,0
341470,1,1,0
341490,1,0,0
341500,1,0,0
341510,1,0,0
341530,1,0,1
341540,1,0,0
341550,1,0,0
341570,1,0,0
341640,1,1,0
341660,1,1,0
341680,1,0,0
341690,1,1,1
341700,1,0,0
341710,1,1,1
341720,1,1,1
341730,1,1,0
341750,1,1,1
341760,1,1,0
341770,1,0,0
341780,1,0,0
341800,1,1,1
341820,1,1,1
341860,1,1,1
341870,1,0,0
341890,1,0,0
341910,1,0,0
341930,1,1,1
341940,1,0,1
341950,1,1,1
341980,1,0,0
342020,1,1,0
342090,1,0,0
342100,1,1,0
342130,1,0,0
342150,1,0,0
342180,1,0,0
342190,1,0,0
342200,1,0,0
342230,1,0,0
342240,1,0,0
342250,1,0,0
342260,1,1,0
342300,1,1,0
342310,1,1,1
342350,1,0,0
342360,1,0,0
342380,1,1,1
342450,1,1,1
342480,1,1,1
342490,1,1,1
342500,1,0,0
342510,1,0,0
342520,1,0,0
342530,1,1,1
342540,1,0,1
342550,1,0,0
342560,1,1,1
342570,1,0,0
342580,1,1,1
342610,1,1,1
342620,1,1,0
342630,1,1,0
342640,1,0,0
342650,1,0,0
342660,1,1,1
342740,1,0,0
342860,1,0,0
342870,1,0,0
342890,1,1,0
342910,1,0,0
342920,1,0,0
342940,1,1,1
342970,1,0,0
342980,1,1,1
342990,1,0,0
343000,1,0,0
343020,1,0,0
343070,1,0,0
343090,1,1,0
343100,1,0,0
343120,1,1,1
343140,1,0,0
343150,1,0,0
343170,1,1,0
343180,1,1,1
343250,1,0,0
343270,1,1,1
343280,1,1,1
343320,1,1,1
343340,1,0,0
343360,1,1,0
343370,1,1,1
343390,1,1,0
343410,1,1,1
343430,1,0,0
343440,1,1,1
343560,1,0,0
343570,1,0,0
343630,1,0,0
343690,1,0,1
343710,1,0,0
343740,1,1,1
343750,1,1,0
343770,1,1,1
343800,1,1,0
343810,1,1,0
343820,1,1,0
343830,1,1,0
343840,1,0,0
343860,1,1,1
343930,1,1,0
344030,1,0,0
344040,1,0,0
344100,1,1,1
344130,1,0,0
344160,1,0,0
344190,1,0,0
344220,1,1,0
344230,1,0,0
344240,1,1,1
344260,1,0,0
344270,1,0,0
344300,1,0,0
344340,1,0,0
344410,1,0,0
344440,1,0,0
344480,1,0,0
344500,1,1,1
344630,1,0,0
344740,1,1,1
344760,1,0,0
344770,1,1,1
344800,1,0,0
344810,1,0,0
344820,1,0,0
344840,1,1,1
344850,1,1,1
344860,1,1,0
344880,1,1,1
344890,1,0,0
344900,1,0,0
344910,1,1,1
344960,1,0,0
345010,1,0,0
345020,1,1,0
345030,1,0,0
345060,1,0,0
345080,1,0,0
345090,1,1,0
345120,1,0,0
345130,1,0,0
345140,1,1,1
345180,1,1,1
345200,1,1,0
345220,1,1,0
345230,1,0,0
345240,1,0,0
345260,1,0,0
345280,1,0,0
345290,1,0,0
345330,1,0,0
345340,1,0,1
345350,1,0,0
345390,1,0,0
345430,1,0,0
345440,1,1,1
345460,1,1,0
345480,1,1,1
345540,1,0,0
345580,1,0,0
345610,1,0,0
345620,1,0,0
345630,1,0,0
345640,1,1,1
345650,1,1,1
345660,1,0,0
345690,1,1,1
345700,1,1,1
345710,1,0,0
345750,1,1,1
345820,1,0,0
345860,1,0,1
345920,1,0,0
345990,1,1,0
346010,1,1,1
346040,1,1,1
346060,1,0,0
346080,1,1,1
346090,1,1,1
346110,1,1,1
346120,1,0,0
346130,1,1,1
346140,1,0,0
346150,1,0,1
346160,1,0,0
346180,1,1,0
346200,1,1,1
346210,1,0,0
346240,1,0,0
346250,1,1,0
346300,1,1,0
346330,1,1,1
346340,1,0,0
346420,1,1,1
346430,1,1,1
346440,1,1,0
346450,1,0,0
346460,1,1,1
346470,1,1,0
346490,1,0,0
346500,1,0,0
346550,1,0,0
346560,1,1,1
346610,1,0,0
346630,1,0,0
346650,1,0,0
346670,1,1,0
346730,1,0,0
346750,1,0,0
346760,1,0,0
346770,1,0,0
346780,1,0,0
346800,1,0,0
346810,1,1,0
346830,1,0,0
346850,1,0,0
346900,1,1,1
346920,1,0,0
346940,1,1,1
346950,1,0,0
346970,1,1,1
347000,1,1,1
347030,1,1,0
347040,1,1,0
347050,1,0,0
347060,1,0,0
347080,1,0,0
347160,1,1,1
347170,1,0,0
347230,1,1,1
347240,1,1,1
347250,1,0,1
347260,1,1,1
347270,1,0,1
347280,1,1,1
347290,1,0,1
347330,1,1,1
347400,1,0,0
347430,1,1,1
347440,1,0,0
347480,1,1,1
347510,1,1,0
347520,1,0,0
347560,1,0,0
347580,1,0,0
347590,1,1,0
347600,1,0,0
347610,1,0,0
347620,1,0,0
347660,1,0,0
347670,1,0,0
347690,1,0,0
347710,1,1,1
347720,1,0,0
347730,1,0,0
347790,1,0,0
347820,1,1,1
347830,1,0,0
347930,1,0,0
347940,1,0,0
347950,1,1,0
348000,1,0,0
348020,1,1,1
348160,1,0,0
348180,1,1,1
348200,1,0,0
348240,1,0,0
348250,1,0,0
348270,1,1,1
348280,1,0,0
348290,1,1,0
348300,1,0,0
348340,1,1,1
348360,1,1,1
348380,1,0,0
348400,1,1,0
348430,1,0,0
348440,1,0,0
348450,1,0,0
348460,1,0,0
348470,1,0,0
348490,1,0,0
348510,1,0,0
348530,1,0,0
348540,1,1,1
348550,1,0,0
348570,1,0,1
348620,1,0,0
348650,1,0,0
348700,1,0,1
348710,1,0,0
348730,1,0,0
348740,1,0,0
348790,1,0,0
348800,1,0,0
348810,1,1,0
348820,1,0,0
348840,1,1,1
348860,1,1,0
348870,1,0,0
348910,1,1,0
348950,1,0,0
348960,1,1,0
348980,1,0,0
349020,1,1,1
349040,1,0,0
349060,1,0,0
349100,1,0,0
349140,1,0,0
349150,1,1,0
349190,1,1,0
349220,1,1,0
349240,1,0,0
349250,1,0,0
349300,1,0,0
349320,1,0,0
349440,1,0,0
349450,1,0,0
349460,1,1,1
349500,1,0,0
349510,1,0,0
349530,1,0,0
349540,1,1,0
349550,1,1,0
349650,1,0,0
349670,1,0,0
349680,1,0,1
349690,1,0,1
349710,1,0,0
349720,1,0,0
349760,1,1,0
349780,1,1,0
349790,1,1,1
349840,1,0,0
349950,1,0,0
349980,1,0,0
350000,1,1,1
350010,1,1,1
350020,1,0,0
350070,1,1,0
350080,1,0,0
350090,1,1,1
350110,1,1,0
350150,1,1,1
350200,1,0,0
350210,1,1,1
350220,1,0,0
350310,1,0,0
350330,1,1,0
350380,1,0,0
350480,1,1,0
350490,1,1,1
350500,1,0,0
350530,1,0,0
350540,1,0,0
350550,1,0,0
350600,1,0,0
350610,1,0,0
350620,1,0,0
350630,1,0,0
350640,1,0,0
350700,1,0,0
350710,1,1,1
350740,1,1,1
350770,1,0,0
350780,1,0,0
350800,1,0,0
350810,1,0,0
350880,1,0,0
350910,1,0,0
350970,1,1,0
350990,1,0,0
351030,1,0,0
351050,1,0,0
351060,1,1,1
351080,1,0,0
351090,1,1,0
351100,1,1,1
351140,1,1,1
351150,1,0,0
351170,1,0,0
351220,1,0,0
351230,1,0,0
351240,1,1,0
351250,1,0,0
351290,1,0,0
351300,1,1,1
351320,1,1,1
351330,1,1,1
351340,1,0,0
351400,1,0,0
351410,1,0,0
351420,1,0,0
351470,1,0,0
351480,1,1,1
351490,1,1,1
351510,1,1,1
351630,1,0,0
351640,1,0,0
351690,1,0,0
351700,1,1,1
351710,1,0,0
351720,1,1,1
351730,1,1,1
351790,1,1,1
351800,1,0,0
351810,1,0,1
351820,1,0,1
351860,1,0,0
351870,1,0,0
351910,1,1,1
351920,1,0,0
351940,1,1,0
351970,1,0,0
351990,1,0,0
352010,1,1,1
352030,1,1,0
352050,1,1,1
352070,1,0,0
352120,1,0,0
352130,1,0,0
352140,1,1,0
352160,1,0,0
352170,1,1,1
352190,1,1,0
352210,1,1,1
352220,1,1,0
352240,1,1,1
352360,1,1,1
352370,1,1,1
352400,1,1,0
352430,1,0,0
352440,1,1,1
352460,1,1,0
352520,1,1,0
352530,1,0,0
352550,1,0,0
352580,1,0,0
352610,1,1,1
352620,1,1,0
352640,1,0,0
352700,1,0,0
352720,1,1,1
352740,1,1,1
352750,1,0,0
352760,1,1,0
352780,1,1,1
352790,1,1,1
352810,1,0,0
352850,1,0,0
352890,1,1,1
352900,1,0,0
352950,1,1,0
352960,1,1,1
353070,1,0,0
353080,1,0,0
353090,1,1,1
353110,1,0,0
353130,1,1,1
353190,1,0,0
353260,1,0,0
353270,1,0,0
353280,1,1,0
353300,1,1,0
353330,1,1,1
353340,1,1,1
353360,1,1,0
353540,1,1,1
353550,1,1,0
353560,1,1,1
353600,1,0,0
353610,1,1,0
353630,1,1,1
353640,1,1,1
353700,1,0,0
353790,1,0,0
353890,1,0,0
353940,1,0,0
353980,1,0,0
353990,1,0,0
354030,1,0,0
354040,1,0,0
354050,1,0,0
354140,1,0,0
354160,1,0,0
354180,1,0,0
354200,1,1,1
354230,1,1,1
354240,1,1,1
354280,1,0,0
354290,1,0,0
354310,1,0,0
354380,1,0,0
354400,1,1,1
354430,1,1,0
354560,1,1,1
354600,1,0,0
354620,1,0,0
354640,1,1,0
354680,1,1,0
354690,1,0,0
354720,1,0,0
354730,1,0,0
354740,1,1,1
354770,1,0,0
354820,1,0,0
354860,1,0,1
354920,1,0,0
354930,1,0,1
354950,1,1,0
354960,1,0,0
354970,1,0,0
355010,1,1,1
355020,1,0,0
355050,1,1,1
355060,1,0,0
355070,1,0,0
355080,1,1,1
355090,1,0,0
355100,1,1,1
355120,1,0,0
355130,1,0,0
355140,1,0,0
355170,1,1,0
355180,1,1,1
355190,1,1,1
355230,1,0,0
355240,1,0,0
355250,1,1,0
355270,1,0,0
355280,1,0,1
355310,1,0,0
355330,1,0,0
355350,1,1,1
355370,1,1,1
355380,1,0,0
355400,1,0,0
355410,1,1,1
355420,1,1,0
355430,1,0,0
355460,1,0,0
355490,1,1,1
355500,1,0,0
355510,1,0,0
355520,1,0,0
355530,1,1,1
355560,1,0,0
355570,1,0,0
355630,1,1,0
355650,1,1,0
355670,1,0,0
355690,1,1,1
355760,1,0,0
355790,1,0,0
355800,1,0,0
355810,1,1,1
355820,1,0,0
355840,1,0,0
355860,1,0,0
355910,1,1,1
355920,1,0,0
355970,1,1,1
355980,1,1,1
356000,1,1,1
356040,1,1,1
356050,1,1,1
356070,1,1,1
356090,1,1,1
356100,1,0,1
356110,1,0,0
356130,1,0,0
356160,1,0,0
356170,1,0,1
356180,1,0,0
356190,1,0,0
356210,1,1,1
356250,1,1,1
356260,1,0,0
356270,1,0,0
356280,1,0,0
356290,1,0,0
356310,1,0,0
356370,1,1,0
356380,1,1,1
356390,1,1,1
356400,1,0,0
356420,1,1,1
356430,1,0,0
356450,1,1,1
356460,1,1,0
356500,1,0,0
356510,1,0,0
356520,1,1,0
356530,1,1,1
356540,1,1,0
356550,1,1,0
356560,1,1,0
356570,1,1,1
356580,1,1,0
356650,1,0,0
356670,1,0,0
356710,1,0,0
356730,1,1,0
356770,1,0,0
356790,1,0,1
356800,1,1,1
356880,1,0,1
356890,1,1,1
356910,1,0,0
357010,1,0,0
357030,1,1,1
357070,1,0,1
357120,1,1,0
357190,1,0,0
357200,1,0,0
357290,1,0,0
357300,1,1,1
357310,1,0,0
357320,1,0,0
357330,1,0,0
357340,1,0,0
357370,1,1,1
357490,1,0,0
357500,1,0,0
357600,1,1,1
357650,1,0,1
357670,1,1,1
357690,1,0,0
357700,1,1,1
357720,1,0,0
357750,1,0,0
357770,1,0,0
357780,1,1,1
357830,1,0,0
357840,1,0,0
357890,1,0,0
357900,1,1,1
357910,1,0,0
357920,1,0,0
357930,1,0,1
357940,1,0,0
358000,1,0,0
358030,1,1,1
358070,1,1,0
358080,1,0,0
358090,1,0,0
358130,1,1,1
358190,1,1,0
358200,1,1,0
358210,1,1,0
358220,1,1,0
358230,1,1,0
358250,1,1,0
358260,1,1,0
358270,1,1,0
358290,1,1,0
358300,1,1,0
358310,1,1,0
358320,1,1,0
358340,1,1,0
358350,1,1,0
358360,1,1,0
358370,1,1,0
358380,1,1,0
358390,1,1,0
358410,1,1,0
358460,1,1,0
358610,1,1,0
358650,1,1,1
358700,1,0,0
358750,1,1,1
358760,1,1,1
358770,1,1,1
358810,1,1,1
358830,1,0,0
358840,1,1,0
358960,1,1,1
359040,1,0,0
359050,1,0,0
359060,1,1,1
359070,1,1,1
359090,1,0,0
359100,1,0,0
359140,1,1,1
359160,1,1,1
359190,1,1,1
359220,1,0,0
359230,1,0,0
359250,1,1,0
359260,1,0,0
359280,1,1,1
359300,1,0,0
359310,1,1,0
359320,1,0,0
359340,1,0,0
359350,1,0,0
359370,1,0,0
359390,1,0,0
359400,1,1,0
359420,1,0,0
359440,1,0,0
359450,1,1,0
359550,1,0,0
359560,1,0,0
359580,1,0,0
359600,1,0,0
359620,1,0,0
359630,1,0,0
359650,1,0,0
359670,1,0,0
359800,1,0,0
359810,1,1,0
359840,1,0,0
359870,1,0,0
359900,1,0,0
359920,1,0,0
359940,1,0,0
359960,1,0,0
360010,1,0,0
360030,1,1,1
360040,1,0,0
360150,1,0,0
360170,1,0,0
360380,1,1,0
360390,1,0,1
360400,1,0,0
360430,1,1,0
360450,1,0,0
360510,1,0,0
360530,1,1,0
360550,1,1,1
360580,1,0,0
360590,1,0,0
360600,1,0,1
360620,1,0,1
360640,1,1,1
360650,1,1,1
360680,1,0,0
360720,1,1,1
360730,1,1,0
360740,1,0,0
360750,1,0,0
360830,1,1,1
360840,1,1,1
360850,1,0,0
360870,1,0,0
360880,1,1,1
360890,1,0,0
360940,1,0,1
360970,1,1,1
360990,1,0,0
361020,1,0,0
361040,1,1,0
361100,1,1,1
361110,1,0,0
361130,1,1,0
361160,1,1,0
361190,1,1,1
361200,1,1,0
361230,1,0,0
361250,1,0,0
361280,1,1,1
361300,1,1,1
361320,1,0,0
361330,1,0,1
361350,1,1,1
361360,1,0,0
361370,1,0,0
361380,1,0,0
361420,1,0,0
361430,1,1,1
361550,1,0,1
361560,1,1,0
361600,1,0,1
361620,1,0,0
361630,1,0,0
361670,1,0,0
361680,1,0,0
361690,1,0,0
361800,1,0,0
361830,1,0,0
361850,1,0,0
361890,1,0,0
361930,1,1,0
361950,1,0,0
361970,1,0,0
361990,1,1,0
362020,1,1,1
362030,1,0,0
362060,1,0,0
362090,1,1,1
362130,1,0,0
362140,1,0,0
362150,1,0,0
362160,1,0,0
362290,1,0,1
362310,1,1,1
362350,1,0,0
362370,1,0,1
362380,1,1,1
362400,1,1,0
362410,1,0,0
362490,1,0,0
362610,1,0,0
362620,1,1,1
362660,1,1,1
362680,1,1,1
362740,1,0,0
362780,1,0,0
362790,1,0,0
362810,1,1,0
362830,1,1,0
362860,1,1,0
362890,1,0,1
362920,1,1,0
362930,1,1,0
362940,1,0,0
362960,1,1,1
363050,1,1,1
363060,1,1,1
363070,1,1,1
363090,1,0,0
363110,1,0,0
363130,1,0,0
363150,1,0,0
363180,1,1,1
363200,1,0,0
363220,1,1,1
363240,1,1,0
363270,1,1,0
363330,1,1,1
363360,1,0,0
363410,1,1,1
363430,1,1,1
363440,1,0,0
363460,1,1,1
363490,1,0,0
363500,1,1,0
363510,1,0,0
363520,1,0,0
363530,1,0,0
363580,1,1,1
363600,1,1,1
363610,1,0,0
363620,1,1,1
363650,1,0,0
363660,1,1,0
363670,1,0,0
363680,1,0,0
363790,1,1,1
363840,1,1,0
363890,1,1,1
363920,1,0,0
363930,1,1,1
363940,1,1,1
363950,1,0,0
363960,1,0,0
363970,1,1,0
363980,1,1,0
364000,1,1,1
364050,1,1,1
364060,1,1,1
364100,1,1,0
364130,1,1,1
364190,1,1,0
364200,1,1,1
364230,1,0,1
364250,1,0,0
364260,1,1,1
364300,1,1,0
364350,1,0,0
364360,1,1,1
364370,1,0,0
364380,1,0,0
364390,1,0,0
364420,1,1,1
364470,1,1,0
364480,1,0,0
364510,1,0,0
364630,1,0,0
364640,1,1,1
364660,1,0,0
364690,1,0,0
364700,1,1,1
364720,1,0,0
364740,1,1,0
364750,1,0,0
364770,1,0,0
364790,1,1,1
364800,1,0,0
364810,1,0,0
364820,1,0,0
364830,1,1,1
364840,1,0,0
364850,1,1,1
364880,1,0,0
364890,1,0,0
364900,1,0,0
364910,1,0,0
364930,1,1,0
364940,1,0,0
364970,1,0,0
365020,1,1,0
365050,1,0,0
365060,1,0,0
365070,1,1,1
365080,1,0,0
365090,1,0,0
365110,1,0,0
365120,1,1,1
365140,1,0,0
365150,1,1,1
365160,1,1,1
365190,1,0,0
365200,1,1,0
365210,1,1,1
365240,1,0,0
365260,1,0,0
365270,1,0,0
365280,1,0,0
365290,1,0,0
365300,1,0,1
365310,1,0,0
365320,1,0,1
365330,1,0,0
365340,1,0,0
365350,1,1,0
365360,1,0,0
365400,1,1,0
365420,1,0,0
365430,1,0,0
365440,1,0,0
365450,1,1,1
365460,1,0,0
365480,1,0,0
365500,1,1,1
365510,1,0,0
365560,1,1,0
365580,1,0,0
365590,1,0,0
365620,1,1,0
365660,1,1,1
365680,1,1,1
365730,1,0,0
365750,1,0,0
365760,1,1,1
365770,1,1,0
365800,1,1,1
365810,1,0,0
365850,1,0,0
365860,1,0,0
365870,1,0,0
365880,1,1,1
365890,1,0,0
365900,1,1,1
365930,1,0,0
365960,1,0,0
365980,1,1,0
366000,1,0,0
366010,1,1,1
366040,1,1,0
366050,1,1,0
366060,1,0,0
366090,1,1,1
366100,1,0,0
366180,1,0,0
366210,1,1,0
366220,1,0,1
366230,1,0,0
366240,1,0,0
366250,1,0,0
366260,1,0,0
366270,1,0,0
366280,1,0,0
366290,1,0,0
366320,1,0,0
366350,1,0,0
366380,1,1,1
366410,1,0,0
366460,1,1,0
366510,1,1,1
366570,1,0,0
366590,1,1,1
366610,1,0,0
366620,1,1,1
366640,1,0,0
366670,1,1,0
366690,1,0,0
366700,1,0,0
366760,1,0,1
366780,1,0,0
366800,1,0,0
366810,1,1,1
366860,1,1,1
366870,1,1,0
366890,1,0,0
366910,1,1,0
366920,1,1,1
366960,1,0,0
366970,1,0,0
366990,1,0,0
367000,1,0,0
367010,1,0,0
367030,1,0,0
367040,1,0,0
367050,1,0,0
367060,1,0,0
367080,1,1,1
367110,1,0,0
367120,1,1,1
367140,1,0,0
367220,1,0,0
367240,1,0,0
367260,1,0,0
367270,1,0,0
367300,1,0,0
367340,1,0,0
367350,1,1,1
367430,1,1,1
367450,1,1,1
367500,1,0,0
367520,1,1,1
367550,1,0,0
367570,1,1,1
367580,1,1,1
367600,1,1,0
367660,1,0,0
367670,1,0,0
367700,1,0,0
367710,1,1,0
367780,1,1,0
367800,1,1,1
367820,1,0,0
367990,1,1,1
368000,1,0,0
368050,1,1,1
368070,1,0,0
368080,1,0,0
368140,1,0,1
368150,1,1,1
368160,1,1,1
368180,1,1,1
368220,1,0,0
368230,1,1,1
368250,1,0,0
368290,1,0,0
368310,1,1,1
368340,1,1,1
368360,1,1,0
368370,1,1,0
368390,1,1,1
368430,1,0,0
368450,1,1,1
368470,1,0,0
368500,1,0,0
368570,1,0,0
368590,1,1,0
368600,1,1,1
368610,1,1,1
368620,1,1,1
368640,1,0,0
368650,1,1,1
368680,1,0,0
368690,1,0,1
368700,1,0,0
368710,1,0,0
368720,1,0,0
368730,1,1,1
368740,1,0,0
368760,1,1,0
368770,1,1,0
368780,1,1,0
368830,1,1,1
368860,1,1,0
368880,1,1,1
368890,1,1,1
368950,1,0,0
368970,1,0,0
368980,1,0,0
368990,1,0,0
369000,1,0,0
369030,1,0,0
369060,1,1,1
369070,1,1,1
369080,1,0,0
369100,1,0,0
369110,1,1,0
369120,1,1,1
369180,1,0,0
369190,1,0,0
369270,1,0,0
369280,1,0,0
369290,1,1,0
369310,1,0,0
369360,1,0,0
369370,1,0,0
369390,1,0,0
369400,1,1,0
369420,1,1,1
369440,1,0,0
369460,1,1,1
369530,1,0,0
369550,1,1,1
369560,1,1,1
369570,1,1,1
369580,1,1,1
369640,1,0,0
369700,1,0,0
369830,1,0,0
369860,1,0,0
369890,1,1,1
369990,1,1,1
370020,1,1,1
370050,1,1,1
370060,1,1,0
370070,1,0,1
370080,1,1,1
370090,1,1,1
370120,1,1,0
370130,1,1,1
370140,1,1,0
370150,1,1,1
370160,1,1,0
370170,1,1,1
370200,1,0,0
370210,1,0,0
370220,1,1,1
370270,1,0,0
370280,1,1,1
370300,1,0,0
370310,1,0,0
370350,1,0,0
370360,1,1,1
370390,1,1,0
370440,1,0,0
370460,1,0,0
370480,1,1,0
370490,1,0,0
370510,1,0,0
370540,1,0,0
370550,1,0,0
370560,1,0,0
370570,1,0,0
370590,1,0,0
370600,1,0,0
370620,1,0,0
370640,1,0,0
370660,1,0,0
370670,1,0,0
370700,1,0,0
370710,1,0,0
370730,1,0,0
370750,1,0,0
370770,1,0,0
370780,1,0,0
370800,1,0,0
370840,1,0,0
370910,1,1,0
370920,1,1,1
370940,1,1,0
370970,1,0,0
371000,1,0,0
371010,1,1,1
371100,1,0,0
371120,1,1,1
371140,1,1,0
371180,1,1,1
371190,1,0,0
371200,1,1,1
371210,1,0,0
371220,1,0,0
371280,1,0,0
371300,1,1,1
371320,1,0,0
371330,1,1,1
371360,1,0,0
371370,1,0,0
371380,1,1,1
371390,1,0,0
371400,1,0,0
371410,1,0,0
371420,1,1,1
371430,1,1,1
371450,1,1,0
371460,1,0,0
371500,1,1,1
371510,1,1,1
371520,1,1,0
371530,1,1,1
371550,1,0,0
371570,1,0,0
371620,1,0,0
371650,1,0,1
371660,1,0,0
371670,1,0,0
371690,1,0,0
371700,1,0,0
371710,1,1,0
371790,1,0,1
371850,1,0,0
371880,1,1,1
371890,1,1,1
371900,1,0,0
371970,1,1,1
372000,1,0,0
372030,1,1,1
372080,1,1,1
372150,1,0,0
372160,1,0,0
372190,1,0,0
372210,1,1,0
372250,1,1,1
372330,1,1,1
372340,1,1,1
372350,1,1,1
372360,1,0,0
372380,1,0,1
372430,1,0,0
372480,1,0,0
372490,1,0,1
372540,1,0,0
372560,1,0,0
372570,1,0,0
372670,1,0,0
372690,1,0,0
372720,1,0,0
372740,1,1,1
372750,1,1,1
372770,1,0,1
372780,1,1,1
372800,1,1,1
372820,1,0,0
372830,1,0,0
372890,1,1,0
372930,1,1,0
372940,1,1,0
372950,1,1,0
372960,1,0,0
372970,1,0,0
373120,1,0,1
373140,1,1,1
373180,1,1,0
373240,1,0,0
373290,1,1,1
373330,1,0,0
373360,1,0,0
373390,1,1,0
373420,1,1,1
373440,1,0,0
373460,1,0,0
373470,1,1,0
373480,1,1,0
373600,1,0,0
373610,1,0,0
373620,1,0,0
373630,1,0,0
373640,1,0,0
373650,1,0,0
373670,1,0,0
373720,1,1,1
373730,1,0,0
373750,1,0,0
373770,1,0,0
373800,1,0,0
373810,1,0,0
373820,1,0,0
373860,1,0,0
373870,1,0,0
373880,1,0,0
373920,1,0,0
373930,1,1,1
